Set,Vinuesa,Hart,Crotty,Genes
Random_CoreNet_GRN_sig_only_size_match_817,0,0,0,"{'GPS2', 'ZNF69', 'GGT7', 'CD36', 'NDUFA10', 'ADD1', 'Q5HY47', 'DUSP13', 'KIF20B', 'CD151', 'OR10H3', 'CXCR1', 'ZC3H6', 'LRRN2', 'RNH1', 'ZNF408', 'CACNA1S', 'IMPDH1', 'IHPK2', 'ZEB1', 'MMD2', 'TESMIN', 'MRRF', 'FAM214A', 'CCZ1', 'PGAM5', 'HS6ST1', 'DLK1', 'NAA25', 'NOMO1', 'FASTKD5', 'HOXD1', 'G3V5C0', 'FOXD4', 'URM1', 'MOSPD1', 'Q5SPZ4', 'RRAD', 'HDX', 'C2ORF50', 'Q5JW18', 'HEL-S-61', 'P4HA1', 'SLC41A1', 'SOST', 'TOMM34', 'BAZ2A', 'Q6ZUR8', 'B3KRP9', 'RCN2', 'ANXA7', 'SLC26A6', 'PHP14', 'EEF1D', 'H2AC20', 'PHACTR1', 'ZNF324', 'EHF', 'ST3GAL2', 'ZC3H7B', 'USPL1', 'OBP2A', 'BRSK1', 'SLC25A15', 'H2BC17', 'CWC27', 'DDT', 'SF3B6', 'ACSL5', 'C9ORF152', 'BAG6', 'RASAL2', 'RPF2', 'ADAMTS10', 'TMEM176B', 'ISM2', 'Q9HB73', 'CROCC', 'NOP53', 'CALML5', 'FBXO41', 'ANXA1', 'TAX1BP3', 'PPID', 'NFE2L1', 'TMEM140', 'H2BC15', 'RAD51B', 'BEST1', 'MPP6', 'NGEF', 'MBD3', 'FYB2', 'SFN', 'MORN3', 'PSG6', 'Q9H1S9', 'PCYT2', 'SETX', 'ITLN2', 'Q8NAK8', 'HAVCR2', 'CILP', 'PIH1D1', 'FAM83H', 'LCE1F', 'HECW2', 'COBLL1', 'SLC9A6', 'NOL11', 'PCDHA2', 'ANKRD23', 'TFAP2A', 'PTPRJ', 'TREX2', 'DTX3L', 'SLC29A1', 'MAEA', 'H3-4', 'CTU2', 'HYLS1', 'FAAP100', 'ECHDC2', 'MERP1', 'SLC35A1', 'PARP4', 'RNASET2', 'TCP1', 'IL36G', 'CCNO', 'PCDHGA10', 'SPATA32', 'GOSR1', 'ESAM', 'RAP1GAP2', 'KBTBD4', 'CBY2', 'BCL11B', 'MRPS10', 'OSMR', 'CDKN2AIPNL', 'SCARA3', 'FAM133B', 'LGALS7|LGALS7B', 'PITPNC1', 'MYBPC2', 'DAAM2', 'PPA2', 'LYRM4', 'COG1', 'STX6', 'THAP9'}"
Random_CoreNet_GRN_sig_only_size_match_818,1,2,2,"{'GOLGA6A', 'SH3BP4', 'TMEM43', 'LAMC1', 'IFNA4', 'DNAJB7', 'CTCF', 'ACTC1', 'N4BP3', 'MVB12B', 'COA8', 'CRYGS', 'ZNF436', 'FARSLA', 'C4BPA', 'C9JMK7', 'ANKRD22', 'CATIP', 'H2BS1', 'PP9964', 'GRIN2D', 'KLHL5', 'CSHL1', 'SPSB3', 'GPR183', 'SPA17', 'KRTAP9-3', 'ATP6V0D1', 'TSGA10', 'ALS2CL', 'IL1RN', 'ZNF513', 'MAP4K2', 'RAB11FIP5', 'ELL2', 'MORC2', 'OGFRL1', 'LPIN1', 'GOLT1B', 'SLC39A9', 'NR1D2', 'RAD54L2', 'ATP5IF1', 'KLHL25', 'MT1G', 'TREML1', 'EEF1A1', 'ZNF672', 'B4DR67', 'B1ALV1', 'MEFV', 'TRIP4', 'Q4VXB0', 'Q969F3', 'RHEX', 'HOXB9', 'CTNNAL1', 'PDPK1', 'HRBL', 'TJP1', 'NPTN', 'CYB5R1', 'MAML2', 'SLC25A38', 'EIF1AX', 'TBC1D10B', 'ZNF564', 'UPI0002065BA0', 'EFR3B', 'PYURF', 'IDE', 'ZNF766', 'PAEP', 'ST13', 'C1ORF226', 'L3MBTL3', 'ANAPC4', 'ZNF71', 'TXNIP', 'SNX24', 'ZC3H18', 'PAK2', 'TMED3', 'NRGN', 'SPAG4', 'HOXD3', 'B4DUR3', 'SMYD4', 'SUPT5H', 'NOP53', 'NUMA1', 'RBP3', 'SCGB3A1', 'TSPAN18', 'LLCFC1', 'DCTN3', 'KRTAP5-4', 'ADH1B', 'LINC00518', 'POM121L1P', 'RNASEL', 'LRGUK', 'SHPRH', 'BHMT', 'MIS18BP1', 'MRPS22', 'CACNB3', 'K7ELR1', 'POLDIP2', 'TRBV28', 'TMEM86B', 'I6L8F1', 'FUCA1', 'KCMF1', 'ZNF683', 'NT5C2', 'CHIC1', 'MRPL21', 'SORD', 'A6NKH4', 'MAEA', 'ELAVL1', 'TMEM72', 'DHX15', 'SPECC1L', 'UPF3B', 'SCAF8', 'NOTCH4', 'ACVR1C', 'C8A', 'SARS2', 'PADI2', 'TLK2', 'DPPA3', 'LRSAM1', 'CCNT2', 'DPEP2', 'SYPL1', 'DMA', 'CDK9', 'MEAK7', 'DOK5', 'DAXX', 'MAGEA2|MAGEA2B', 'EHHADH', 'TBX21', 'STRIP1', 'GAGE12G', 'PTGDR', 'LSM1', 'SIGLECL1', 'CCKBR'}"
Random_CoreNet_GRN_sig_only_size_match_819,1,2,0,"{'DXO', 'SYNPO2', 'FGB', 'CXORF58', 'ASGR1', 'RNF123', 'RAPGEF2', 'CLEC18C', 'HSP90AA4P', 'UNC5D', 'PTGR1', 'COA8', 'PHF3', 'ZNF585B', 'PLCD3', 'KRR1', 'KCNK3', 'CCL18', 'SLA2', 'CCNB1IP1', 'LNP1', 'GAR1', 'A8K2I7', 'RNF38', 'TYR', 'TOR4A', 'MAT1A', 'PIFO', 'C15ORF39', 'NCBP3', 'ZNF844', 'EPB41L1', 'CEACAM6', 'GBP3', 'CFAP65', 'C1QC', 'KCNQ3', 'MAP3K10', 'CADPS', 'ZDBF2', 'ARID5A', 'RABGAP1L', 'EPB42', 'Q5LJB2', 'CPVL', 'KLHL17', 'HEL-214', 'RBM45', 'TBATA', 'STX12', 'SYT9', 'NICN1', 'PSTPIP1', 'TMEM258', 'PRPF19', 'DOCK7', 'FKBP1B', 'BPNT1', 'TACO1', 'ARSK', 'TFE3', 'FAM104B', 'SPOCK1', 'A6NLR5', 'CYB5D1', 'KRTAP5-1', 'TJP1', 'LGALS9', 'LAPTM4A', 'NGDN', 'MYOC', 'DENND4C', 'CNDP2', 'FMO3', 'SHLD2', 'Q96HE3', 'SPATA2L', 'CEFIP', 'Q59GD3', 'AOX1', 'BMF', 'Q9H8J7', 'SLC30A7', 'RPS18', 'NTF3', 'MAP3K13', 'OOSP2', 'HLA-A', 'ADRA2B', 'ERCC5', 'RGR', 'SLC25A44', 'AURKA', 'TM4SF19', 'B3GNTL1', 'ZSCAN22', 'ADAL', 'IL7', 'SMYD5', 'SIK2', 'TBC1D22B', 'EFNA3', 'CD70', 'COPG1', 'TYROBP', 'ORC1L', 'Q8NAD7', 'TRBC1', 'IKZF5', 'SLC1A4', 'CCR4', 'INPP4A', 'SAMD3', 'MRPL12', 'SMARCC2', 'MOB2', 'COPE', 'TMEM52B', 'MESP1', 'CARTPT', 'EDDM3B', 'SIPA1L3', 'DDX56', 'ATP5F1C', 'ATP6AP2', 'FOXI1', 'PPP4R4', 'VEGFC', 'CAMK2G', 'ALOX15B', 'FBL', 'AKT1', 'CABLES2', 'LRRC37A3', 'HSD17B8', 'Q5T8Z0', 'HPS6', 'Q9H7H1', 'KMT5C', 'ADPRS', 'CCDC167', 'AP1S3', 'EHHADH', 'HELLS', 'CORO1B', 'RNF175', 'NCAM1', 'PCOTH', 'ZCWPW2', 'ZNF229', 'IGHV3-33', 'RALGPS2'}"
Random_CoreNet_GRN_sig_only_size_match_820,0,0,0,"{'ATP9B', 'FBXL19', 'TNFRSF11B', 'CDK13', 'BYSL', 'NRBF2', 'ABI2', 'Q59FK4', 'BTG3', 'SHOX', 'INSL3', 'CDKN1B', 'TTC23L', 'USP45', 'Q8N959', 'ARID1A', 'SUPT3H', 'BSCL2', 'HORMAD2', 'MTG1', 'D3YTE0', 'TRBV9', 'SYCP2L', 'LSM14B', 'M6PR', 'WFS1', 'ICMT', 'MAVS', 'PDX1', 'MYBL2', 'ALS2CL', 'EXD3', 'RCE1', 'NUP85', 'WDR70', 'LIFR', 'CLEC18A', 'MST075', 'DHRS13', 'FEZF1', 'RRAGD', 'GFPT2', 'LAMA2', 'SEPSECS', 'H0Y4F9', 'B4DDT0', 'AIMP2', 'JARID2', 'SUMO1', 'FOXK2', 'CSTF1', 'NMI', 'GEMIN7', 'H3F3B', 'TBCEL', 'EXOSC5', 'ERI3', 'KCNJ9', 'ZNF821', 'RPS21', 'LYZ', 'SEZ6', 'CCDC85A', 'NPVF', 'ARSK', 'SLC1A1', 'H2AZ1', 'NAA38', 'DDA1', 'ABCA13', 'CASQ1', 'C1ORF216', 'ALPK1', 'EDC3', 'RNF130', 'HTRA3', 'B4DZT3', 'PRKAB2', 'CCDC38', 'GABPB2', 'EML4', 'CCDC170', 'SYNRG', 'HRAS', 'BASP1', 'TCF7L2', 'MFN2', 'YY1', 'Q9NW71', 'SAYSD1', 'RBM14-RBM4', 'DKFZP686O1117', 'NUDT12', 'PSMA7', 'RETREG3', 'MIS18A', 'TAX1BP3', 'CNTN2', 'MYOZ2', 'APOB', 'DNASE1L1', 'LRRC7', 'CNEP1R1', 'RB1CC1', 'NSD2', 'GTF2E2', 'HPS5', 'SHANK3', 'C1D', 'E2F6', 'BPGF-1', 'DCLK3', 'CNIH4', 'STMP1', 'Q8NAK8', 'HOXC10', 'GRAPL', 'COQ8B', 'ICAM5', 'Q53GF4', 'SLC4A2', 'ARHGAP32', 'DEFB118', 'ECSIT', 'DSP', 'MOCOS', 'KAT14', 'KCTD2', 'CDRT15', 'TUBG2', 'COL14A1', 'CHTF18', 'ITSN1', 'TNFSF14', 'ARAF', 'GRM5', 'SYT11', 'LARS2', 'SOD3', 'PPM1K', 'Q6IQ45', 'EIF1AY', 'MAGED2', 'NEMP2', 'PCDHGA9', 'CENPA', 'IFI16', 'RASSF9', 'DFFB', 'TRIM26', 'HSD17B12', 'CITED2'}"
Random_CoreNet_GRN_sig_only_size_match_821,2,2,2,"{'AQP2', 'LUC7L3', 'KCT2', 'IDH3G', 'C8ORF58', 'COX7A1', 'NAA15', 'RFXAP', 'AGR3', 'ZDHHC9', 'CCDC144A', 'ANKRD55', 'Q5JTR5', 'PPP6C', 'DZIP3', 'Q49AH4', 'RNF113A', 'Q9H614', 'C6ORF1', 'OR6K3', 'FBLIM1', 'MRRF', 'XPR1', 'SSX5', 'PRR30', 'GUK1', 'IGF2R', 'F5GZM7', 'SIN3A', 'Q5T3T7', 'ZNF628', 'TPBG', 'RAB3C', 'SEZ6L2', 'PCDHGB7', 'FKBP9', 'CRMP1', 'KIAA1522', 'C1QTNF9B', 'PDE7A', 'GALNT1', 'RELN', 'SUSD2', 'TRIT1', 'SVBP', 'DERL1', 'Q5W150', 'H4C7', 'OR4C15', 'INPPL1', 'RPUSD1', 'CPOX', 'PRDM1', 'B1ALV1', 'COL4A5', 'NDUFAF7', 'MOBP', 'SOX10', 'SIVA1', 'ICE2', 'WDR75', 'CNTF', 'IQCH', 'SLC38A1', 'CDKN2A', 'WIPI1', 'IL21', 'ANGPTL8', 'TMEM59L', 'NPFFR1', 'FAM9B', 'ZNF335', 'NDUFC1', 'ADD3', 'UBE2Q1', 'CLEC10A', 'CFAP77', 'TEX264', 'CHGB', 'CXCR2', 'TBC1D3F', 'ADTRP', 'IFNA14', 'PAX1', 'NUMB', 'TRPM7', 'DTX3', 'PHB2', 'MAGEA11', 'GLUD1', 'TM4SF20', 'TERT', 'TAF1D', 'ZFAND2B', 'MAPK9', 'ABCB10', 'PIGM', 'ZNHIT3', 'SHPK', 'ESRRG', 'ORC5', 'UBE2DNL', 'F2', 'BBS7', 'RPRD1A', 'PIK3C2G', 'TNFRSF10C', 'CDH16', 'CNIH4', 'CACNG1', 'NR3C4', 'TMTC4', 'ZMYND12', 'CLDN11', 'WASF3', 'SEMA6D', 'PRR4', 'ANP32E', 'MORF4L1', 'IL17RD', 'RRN3', 'B4DUS4', 'MASTL', 'EYA3', 'SSX2|SSX2B', 'DEDD2', 'BCL2A1', 'DNTT', 'SIX2', 'RWDD2B', 'MKNK1', 'PRPF8', 'ZCCHC24', 'PWWP2A', 'MEN1', 'CENPX', 'LRATD2', 'EFNB1', 'IFITM1', 'Q8N824', 'CHP1', 'ACYP2', 'MT-ND6', 'HPCA', 'FEN1', 'FRS2', 'ZNF792', 'STARD13', 'SH3KBP1', 'KDELR2', 'YIPF5', 'TRIB1'}"
Random_CoreNet_GRN_sig_only_size_match_822,1,1,1,"{'CERS6', 'PLVAP', 'ADM2', 'PITPNM1', 'CDW52', 'TMEM87B', 'B4GAT1', 'ZNF33A', 'ATP6V1D', 'NFIC', 'CST4', 'HCFC2', 'C21ORF29', 'RAB7L1', 'COMMD1', 'FABP1', 'Q71SF7', 'FGF19', 'DNAJC10', 'SLC25A11', 'BLCAP', 'GTF2IRD1', 'SELPLG', 'B4DN30', 'COX7C', 'PLXNA2', 'CSRNP2', 'ANKRD12', 'UBE2I', 'TFCP2', 'NME5', 'TIAM1', 'CBX5', 'ZNF431', 'DYDC2', 'YRDC', 'SYK', 'DYNC2I2', 'RHBDD3', 'UBE2Z', 'MLN', 'CD84', 'PMM2', 'SPRR2D', 'PHKA2', 'TVP23C', 'CADM1', 'SOS1', 'DNAJC12', 'CKAP2L', 'DLG3', 'BOLA1', 'HYOU1', 'ZNF251', 'FAM3D', 'IGSF11', 'PPP1R9B', 'TULP1', 'HECTD3', 'ARFIP2', 'ASIC4', 'EIF4G2', 'CC2D1B', 'AK1', 'SECISBP2', 'POMT2', 'NUP62', 'MRPS5', 'EPAS1', 'HSPA13', 'HOMER2', 'LRRC39', 'SALL4', 'TRMT2A', 'MAP6', 'MAF1', 'TRAPPC2L', 'STAG1', 'GPR37L1', 'TMEM38B', 'C6ORF132', 'AAGAB', 'NEIL1', 'ZNRD2', 'RABAC1', 'SULT1B1', 'VEGFB', 'MELTF', 'GDNF', 'TATDN2', 'MRPL15', 'ZC3H15', 'ZNF17', 'ELOA', 'NDUFA3', 'MBNL3', 'Q8N9L3', 'ATP23', 'TMPRSS6', 'KRTAP9-2', 'NGEF', 'MT-ND1', 'KRAS', 'TMED7-TICAM2', 'STK32A', 'E2F6', 'MRTO4', 'P39193', 'RARG', 'COQ10B', 'SIGLEC7', 'PTPRR', 'MLF2', 'DYRK1B', 'EXOSC2', 'CEP68', 'P2RX5', 'PKP2', 'GLUL', 'PANK2', 'CFLAR', 'JAZF1', 'PRIMPOL', 'EFHC2', 'MAGEH1', 'TEX22', 'ASB12', 'ENTPD6', 'USP27X', 'ANKRD13', 'AKAP13', 'PPFIA4', 'ALKBH4', 'DDX3Y', 'MAN1C1', 'RUFY2', 'VDAC2', 'ADAP2', 'NOL4', 'KIF3C', 'Q8NC36', 'CSPP1', 'ARHGAP17', 'SLC25A4', 'TRIM72', 'VPS41', 'SPACA6', 'TEC', 'ZSCAN22', 'ERICH3', 'COG1', 'SLC25A31'}"
Random_CoreNet_GRN_sig_only_size_match_823,1,1,2,"{'TRAPPC8', 'SLC17A9', 'Q9H6G9', 'F8WBI7', 'SP8', 'YLPM1', 'DNM1', 'VPS18', 'PDGFA', 'NBPF11', 'RPUSD3', 'TLCD1', 'MAF', 'EXOSC9', 'ETFDH', 'NRF', 'CALHM4', 'TTC22', 'DDIT4', 'UBE4A', 'ZDHHC20', 'HEL-S-69', 'TMEM67', 'FOXA1', 'RHBDF1', 'CCER1', 'FAM107A', 'EPS15', 'SLC39A11', 'C20ORF203', 'CCDC127', 'PCK2', 'KIAA1522', 'GPR52', 'ACTA2', 'RCVRN', 'MAP3K10', 'CIAO3', 'ASIC2', 'NUTM2D', 'KCNE4', 'PUF60', 'UPI0002176A5B', 'FNDC4', 'TPR', 'COPB2', 'RORA', 'MARCHF10', 'UTP6', 'CA6', 'ALDH1L1', 'NSMCE4A', 'TNIP3', 'DKFZP781I1140', 'OR4F3|OR4F16|OR4F29', 'TMEM258', 'CCDC71L', 'ZWINT', 'ANXA7', 'GLE1', 'SMARCD2', 'GABRB2', 'C8ORF48', 'BEX2', 'MAPK8IP3', 'MAGEB6', 'EIF4G1', 'RIN3', 'TNS2', 'DEFB1', 'CHRNB2', 'PDE2A', 'TMEM123', 'RAD51', 'FOXL1', 'B3KSG3', 'LCE5A', 'RPS10', 'PTX3', 'STX17', 'CCL20', 'CLN6', 'GINS4', 'TRIML2', 'TERB2', 'RCC1', 'CWC22', 'SYT16', 'LRRC73', 'ASPH', 'PAX1', 'SLC4A1', 'RPS6KB1', 'VEGFB', 'C2CD5', 'ACY3', 'ADORA2B', 'RAD54L', 'HDGFL2', 'BZW2', 'NELL2', 'ATP23', 'CLCNKA', 'FAM24B', 'KDSR', 'C11ORF68', 'ARL6IP5', 'KMT2D', 'H2AC14', 'MOB1A', 'DPP3', 'Q5VU21', 'HACD1', 'LIX1L', 'BORCS8', 'CHMP2A', 'S6B2B6', 'SLC12A8', 'Q53HQ0', 'SLC14A1', 'CRTAP', 'STK33', 'UPK3A', 'TMEM79', 'BABAM2', 'KIF12', 'RGS9', 'CLIC4', 'AMT', 'DEFA3', 'CYP2E1', 'RPL32', 'GTF3C3', 'TAOK3', 'PPIG', 'NAA16', 'NUDT1', 'PDE3A', 'ATG2B', 'STRIT1', 'LDB1', 'G3BP2', 'RAD50', 'LCA5', 'INPP5A', 'GREB1', 'OR10J1', 'HEATR6', 'ATG13', 'GFM2', 'MC4R', 'ZFP36L1'}"
Random_CoreNet_GRN_sig_only_size_match_824,0,0,0,"{'AQP2', 'TNFAIP6', 'CUTC', 'SCLY', 'TOMM20', 'NFKBIA', 'ACSM5', 'L3MBTL2', 'SMO', 'ECRG4', 'DSG1', 'TMEM51', 'SLC39A2', 'CPNE3', 'PVRIG', 'CST4', 'CCDC105', 'KCTD18', 'GDF5-AS1', 'GRK1', 'FBLIM1', 'SPECC1', 'PTRH1', 'PELI1', 'METTL7A', 'PIBF1', 'Q6ZTP6', 'RPAIN', 'RNF6', 'IL1R1', 'KLF3', 'AQP7', 'PEMT', 'PHGDH', 'IER3', 'VLDLR', 'CADM1', 'ANKRD50', 'UBE3D', 'LZTS1', 'MLH3', 'DLST', 'PHF11', 'MORC1', 'STKLD1', 'MARCHF8', 'HSPA12B', 'DKFZP547K2416', 'EVC2', 'PIGR', 'DYNLT1', 'RABEP1', 'PTPN18', 'RCC1L', 'RNASE12', 'PLPP5', 'ZNF84', 'PLB1', 'HSPA13', 'WARS2', 'PTK2', 'DNAH14', 'SMAP1', 'HLX', 'FAM149B1', 'PANK4', 'LCE2C', 'HBA1|HBA2', 'RPGRIP1L', 'EHMT1', 'SYT16', 'VPS29', 'CCHCR1', 'RCOR3', 'BAIAP3', 'DNAAF2', 'PARVG', 'TBL1X', 'ASS1', 'NAV3', 'TMEM185B', 'TNP2', 'MAPK9', 'PSMA5', 'RHOH', 'CNST', 'BET1L', 'APCS', 'SIX6', 'LLCFC1', 'NCALD', 'G3BP1', 'RCBTB2', 'DNASE2', 'IHH', 'VOPP1', 'SERPINB9', 'SRY', 'MYOT', 'ACOX2', 'ACSS3', 'POLR2J2', 'MAP3K20', 'LIN7A', 'B9838V1', 'NODAL', 'TBC1D20', 'ELF1', 'GPX3', 'SLC22A23', 'HHATL', 'SMAD3', 'RNF19B', 'RNPC4', 'FBXO38', 'TCEAL1', 'NSG2', 'ZNF114', 'HERC2', 'ARHGAP20', 'ATP1A4', 'PSIP1', 'OPCML', 'GIMAP5', 'BARD1', 'UBR7', 'PCGF2', 'PDP1', 'VPS50', 'IFT140', 'SLC26A1', 'PRAM1', 'BAZ1B', 'MATN1', 'FAM167A', 'FTHL17', 'MAGEA2|MAGEA2B', 'CD33', 'DUSP12', 'DMAC2', 'GHR', 'CNTRL', 'CLEC2A', 'CLTCL1', 'KATNBL1', 'RHOBTB2', 'KYAT1', 'RNF152', 'PTGDR', 'HNRNPH2', 'GABRG1', 'DENND2C'}"
Random_CoreNet_GRN_sig_only_size_match_825,0,0,0,"{'GIMAP1', 'MT-ND5', 'TTMP', 'BNIP2', 'RASIP1', 'ACTC1', 'ECRG4', 'PAX7', 'ETAA1', 'WFDC2', 'ETNK2', 'RNASEK', 'IMMP1L', 'ARID1B', 'SLC7A6OS', 'FBXO16', 'ABCC8', 'TIMM8B', 'GRIN2D', 'ZFP62', 'BMP3', 'Q8N8C6', 'RASL11B', 'GSS', 'RHBDF1', 'MTG1', 'NCBP2AS2', 'TACC3', 'WAPL', 'PHF2', 'LILRB5', 'NXF5', 'UBE2I', 'SMR3A', 'NRARP', 'MAST1', 'BMS1', 'KCNE4', 'SLAIN1', 'KRTAP19-7', 'KLRD1', 'K7EPM5', 'FUT8', 'PITPNM3', 'ATP10A', 'DNAJC21', 'COL9A2', 'DPY19L4', 'EIF2AK4', 'ZNF667', 'OVOL2', 'DUSP10', 'CPPED1', 'GLE1', 'EIF4EBP2', 'SYNJ1', 'KRTAP5-9', 'SOX10', 'HRH1', 'CPT2', 'IFNL1', 'MED15', 'RNF157', 'G6PC1', 'AGMO', 'TAS2R19', 'Q5T7C6', 'SRSF9', 'RCC1L', 'USP7', 'RNF130', 'HSP90AA1', 'ENPP4', 'A0A4E0W6L3', 'GPR173', 'MZF1', 'OTOL1', 'GMPR', 'UBE2K', 'TMCO2', 'KRTAP4-5', 'EPGN', 'PRIM2', 'ZNRF4', 'HRG', 'REM2', 'UCP2', 'HOXD4', 'DCAF4', 'CCDC74B', 'SDHA', 'INTS3', 'TMC5', 'C1QBP', 'GORASP1', 'LPAR3', 'TCP11X2', 'PDLIM2', 'RPL18A', 'CHPT1', 'SNRNP35', 'CTPS1', 'VWA1', 'PAM16', 'SHANK3', 'ANKRD17', 'TNFRSF10C', 'TCL1A', 'TMOD3', 'HNRNPUL1', 'PWWP3B', 'MCIDAS', 'GPC4', 'H7C489', 'PRPF4B', 'VAPA', 'ODAD4', 'ZSWIM7', 'IGHA2', 'BDNF', 'SH2D4A', 'LEPROT', 'EFL1', 'CBX4', 'DPYSL3', 'BCS1L', 'DUSP23', 'RRP8', 'TOP1', 'STAC2', 'RMND5A', 'LY6E', 'IFITM1', 'TNNT1', 'PCNX2', 'LSG1', 'PIGB', 'HPS6', 'FTHL17', 'DAO', 'COX16', 'AGTRAP', 'CARD19', 'GCA', 'PMP22', 'VCX2', 'ELAC2', 'ODAD3', 'C1ORF74', 'SGSH', 'DCHS2', 'CPSF4L'}"
Random_CoreNet_GRN_sig_only_size_match_826,0,0,0,"{'E2F8', 'OCM', 'CCDC102A', 'NDUFS2', 'COX4I1', 'ITPRIPL1', 'SPATA17', 'ISLR2', 'NDUFA4L2', 'CYTH3', 'ZNF491', 'HIC1', 'NME1', 'SCGB1A1', 'EPS8', 'ULK4', 'RBBP6', 'TRAF3IP3', 'RPP40', 'RAB3B', 'SDF2', 'AK5', 'SUPT3H', 'KDM4D', 'A0A024QYV7', 'CHAT', 'LSM14B', 'TPBG', 'UBE2E2', 'PROSER2', 'PRELID3B', 'USP49', 'GAK', 'BEND5', 'RFPL4A', 'CRMP1', 'INHBB', 'STYX', 'CADPS', 'PPP1R3A', 'Q9P156', 'PUSL1', 'SLC25A37', 'B4DVY0', 'TTL', 'ZNF146', 'PPP2R3C', 'MYADML2', 'UST', 'NR1F3', 'ANKS3', 'CTRL', 'FKBPL', 'REXO2', 'DKFZP781I1140', 'ZNF629', 'FAM110B', 'MRPS9', 'TOX4', 'THBS3', 'LPXN', 'DEPP1', 'DNAAF3', 'P2RX1', 'PCSK2', 'BAZ2B', 'AMER1', 'TDP2', 'GJA4', 'Q96MK7', 'MT1DP', 'SWAP70', 'TLCD2', 'MTM1', 'GDPD2', 'HDAC4', 'FKBP14', 'TRPV2', 'BCORL1', 'ANTXR1', 'LRRC25', 'CADM4', 'MPHOSPH6', 'FBXO27', 'INTS4', 'SEPHS2', 'GJB5', 'F8WBU6', 'BAF53A', 'PLEKHF2', 'STAP1', 'F8VSB5', 'HBA2', 'MAP7', 'ZRANB3', 'MMAB', 'EGLN1', 'SUCLA2', 'CENPI', 'CLIP2', 'AJUBA', 'ACP2', 'RELL1', 'RASGEF1B', 'CHRNA4', 'GRB7', 'ENOPH1', 'H7C489', 'MOGAT2', 'DVL2', 'CLTA', 'DCANP1', 'B4DXL2', 'ZSWIM7', 'VWC2', 'TLE4', 'SON', 'BNIP3', 'SRSF1', 'LINC00482', 'DENND5A', 'CERK', 'MICAL2', 'KCTD19', 'RAB3A', 'ZUP1', 'CDS1', 'TDRD3', 'SERPINE2', 'HSPH1', 'TMX1', 'ATP2B3', 'PPIAL4A', 'COLEC11', 'C19ORF2', 'TXLNB', 'CYBB', 'ARHGEF6', 'ERICH5', 'ANKRD20A1', 'PARVA', 'ADARB2', 'KLK4', 'DDI2', 'INTS14', 'ANKIB1', 'PCDHB13', 'ATPSCKMT', 'FAM169A', 'FBN3', 'AEN', 'NUPL2'}"
Random_CoreNet_GRN_sig_only_size_match_827,2,1,1,"{'DNAJB3', 'MROH2B', 'OR4D6', 'RASA3', 'CAMK2B', 'NDUFA4L2', 'SAMD9L', 'TLCD1', 'INSIG1', 'MARCHF6', 'Q71SF7', 'CDKN2B', 'SCAPER', 'Q7RTX8', 'MRPL1', 'PRSS1', 'TBC1D14', 'RIPOR1', 'TYR', 'ANKRD7', 'RBM24', 'TMEM266', 'PTAR1', 'DCTPP1', 'EXOSC3', 'VPS28', 'KCNN3', 'BTBD11', 'DNAH10', 'Q5TCY7', 'ARHGAP8', 'RPS2', 'KNTC2', 'CRLF2', 'TIAL1', 'B3KM70', 'PHGDH', 'GPIHBP1', 'RPS6', 'MIB1', 'SPCS2', 'TIMM10', 'ZC3HAV1L', 'SPOCK1', 'PPARG', 'PLCD4', 'RIC3', 'NELFE', 'DNAH11', 'CBP', 'MAP4K3', 'TRIM21', 'FAM153A', 'FBXW5', 'UPI00015DFCB6', 'FAAP24', 'P0C5W0', 'EFEMP1', 'TMCO2', 'PROC', 'ITGB2', 'C18ORF63', 'CDK5', 'DMRT3', 'SSR2', 'SGTA', 'RIPPLY1', 'KIR3DX1', 'SCCPDH', 'EEF1DP3', 'PFDN5', 'TM6SF1', 'Q86U72', 'Q6VEQ4', 'HOXD3', 'MEX3B', 'STAT5B', 'B9D2', 'FRS3', 'NKD2', 'PLA2G10', 'SF3A3', 'CISH', 'BET1L', 'B3KXG1', 'GPR45', 'TCEANC', 'TNFSF13', 'RBAK', 'MRPS24', 'RIOX1', 'HAS3', 'METTL6', 'TMEM143', 'FCRL3', 'THRAP3', 'SLC25A35', 'HLA-C', 'Q8N7G1', 'INAVA', 'CCDC112', 'LSM12', 'SFMBT1', 'C7ORF25', 'CLDN5', 'KLHL28', 'DHDH', 'VWA5B2', 'CEP72', 'ATP5MF', 'Q59E89', 'B4DPD5', 'ZNF783', 'LRRC23', 'CLPTM1L', 'FNDC3A', 'CLEC1A', 'COX17', 'CDC34', 'ARHGAP11A', 'SCML4', 'N4BP2', 'H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16', 'C20ORF202', 'EIF3C', 'ALOX15B', 'MT-ND2', 'ICAM3', 'GGACT', 'BHLHA9', 'LILRA3', 'ZNF623', 'NEPRO', 'RAP1GAP2', 'ANKRD46', 'ELMO2', 'GK5', 'SIX1', 'VKORC1', 'DENND1C', 'AGK', 'ALDOC', 'XRCC1', 'LCE1E', 'NCAM1', 'DNAJC4', 'RNF187', 'INPP5A', 'FBN3', 'SDE2', 'CIB4', 'CLBA1'}"
